Country,HappinessRank,HappinessScore,Economy_GDP_per_Capita,Family,HealthLifeExpectancy,Freedom,TrustGovernment_Corruption,Generosity,Dystopia_Residual,Year
Belarus,73,5.483,1.039,1.498,0.7,0.307,0.154,0.101,1.684,2018
Turkey,74,5.483,1.148,1.38,0.686,0.324,0.109,0.106,1.729,2018
Pakistan,75,5.472,0.652,0.81,0.424,0.334,0.113,0.216,2.923,2018
Hong Kong,76,5.43,1.405,1.29,1.03,0.524,0.291,0.246,0.644,2018
Portugal,77,5.41,1.188,1.429,0.884,0.562,0.017,0.055,1.276,2018
Serbia,78,5.398,0.975,1.369,0.685,0.288,0.043,0.134,1.905,2018
Greece,79,5.358,1.154,1.202,0.879,0.131,0.044,0,1.948,2018
Lebanon,80,5.358,0.965,1.179,0.785,0.503,0.136,0.214,2.248,2018
Montenegro,81,5.347,1.017,1.279,0.729,0.259,0.081,0.111,1.87,2018
Croatia,82,5.321,1.115,1.161,0.737,0.38,0.039,0.12,1.769,2018
Dominican Republic,83,5.302,0.982,1.441,0.614,0.578,0.106,0.12,1.461,2018
Algeria,84,5.295,0.979,1.154,0.687,0.077,0.135,0.055,2.209,2018
Morocco,85,5.254,0.779,0.797,0.669,0.46,0.074,0.026,2.448,2018
China,86,5.246,0.989,1.142,0.799,0.597,0.103,0.029,1.586,2018
Azerbaijan,87,5.201,1.024,1.161,0.603,0.43,0.176,0.031,1.776,2018
Tajikistan,88,5.199,0.474,1.166,0.598,0.292,0.034,0.187,1.771,2018
Macedonia,89,5.185,0.959,1.239,0.691,0.394,0.052,0.173,1.675,2018
Jordan,90,5.161,0.822,1.265,0.645,0.468,0.134,0.13,1.697,2018
Nigeria,91,5.155,0.689,1.172,0.048,0.462,0.032,0.201,2.552,2018
Kyrgyzstan,92,5.131,0.53,1.416,0.594,0.54,0.035,0.281,1.736,2018
Bosnia and Herzegovina,93,5.129,0.915,1.078,0.758,0.28,0,0.216,1.883,2018
Mongolia,94,5.125,0.914,1.517,0.575,0.395,0.032,0.253,1.438,2018
Vietnam,95,5.103,0.715,1.365,0.702,0.618,0.079,0.177,1.447,2018
Indonesia,96,5.093,0.899,1.215,0.522,0.538,0.018,0.484,1.417,2018
Bhutan,97,5.082,0.796,1.335,0.527,0.541,0.171,0.364,1.348,2018
Somalia,98,4.982,0,0.712,0.115,0.674,0.282,0.238,2.961,2018
Cameroon,99,4.975,0.535,0.891,0.182,0.454,0.043,0.183,2.688,2018
Bulgaria,100,4.933,1.054,1.515,0.712,0.359,0.009,0.064,1.219,2018
Nepal,101,4.88,0.425,1.228,0.539,0.526,0.078,0.302,1.782,2018
Venezuela,102,4.806,0.996,1.469,0.657,0.133,0.052,0.056,1.442,2018
Gabon,103,4.758,1.036,1.164,0.404,0.356,0.052,0.032,1.715,2018
Palestinian Territories,104,4.743,0.642,1.217,0.602,0.266,0.076,0.086,1.853,2018
South Africa,105,4.724,0.94,1.41,0.33,0.516,0.056,0.103,1.368,2018
Iran,106,4.707,1.059,0.771,0.691,0.459,0.129,0.282,1.315,2018
Ivory Coast,107,4.671,0.541,0.872,0.08,0.467,0.103,0.146,2.463,2018
Ghana,108,4.657,0.592,0.896,0.337,0.499,0.029,0.212,2.093,2018
Senegal,109,4.631,0.429,1.117,0.433,0.406,0.082,0.138,2.026,2018
Laos,110,4.623,0.72,1.034,0.441,0.626,0.174,0.23,1.399,2018
Tunisia,111,4.592,0.9,0.906,0.69,0.271,0.063,0.04,1.722,2018
Albania,112,4.586,0.916,0.817,0.79,0.419,0.032,0.149,1.462,2018
Sierra Leone,113,4.571,0.256,0.813,0,0.355,0.053,0.238,2.855,2018
Congo (Brazzaville),114,4.559,0.682,0.811,0.343,0.514,0.077,0.091,2.041,2018
Bangladesh,115,4.5,0.532,0.85,0.579,0.58,0.144,0.153,1.664,2018
Sri Lanka,116,4.471,0.918,1.314,0.672,0.585,0.05,0.307,0.624,2018
Iraq,117,4.456,1.01,0.971,0.536,0.304,0.095,0.148,1.393,2018
Mali,118,4.447,0.37,1.233,0.152,0.367,0.056,0.139,2.13,2018
Namibia,119,4.441,0.874,1.281,0.365,0.519,0.064,0.051,1.287,2018
Cambodia,120,4.433,0.549,1.088,0.457,0.696,0.065,0.256,1.321,2018
Burkina Faso,121,4.424,0.314,1.097,0.254,0.312,0.128,0.175,2.145,2018
Egypt,122,4.419,0.885,1.025,0.553,0.312,0.107,0.092,1.444,2018
Mozambique,123,4.417,0.198,0.902,0.173,0.531,0.158,0.206,2.249,2018
Kenya,124,4.41,0.493,1.048,0.454,0.504,0.055,0.352,1.503,2018
Zambia,125,4.377,0.562,1.047,0.295,0.503,0.082,0.221,1.667,2018
Mauritania,126,4.356,0.557,1.245,0.292,0.129,0.093,0.134,1.905,2018
Ethiopia,127,4.35,0.308,0.95,0.391,0.452,0.146,0.22,1.884,2018
Georgia,128,4.34,0.853,0.592,0.643,0.375,0.215,0.038,1.624,2018
Armenia,129,4.321,0.816,0.99,0.666,0.26,0.028,0.077,1.483,2018
Myanmar,130,4.308,0.682,1.174,0.429,0.58,0.178,0.598,0.667,2018
Chad,131,4.301,0.358,0.907,0.053,0.189,0.06,0.181,2.553,2018
Congo (Kinshasa),132,4.245,0.069,1.136,0.204,0.312,0.052,0.197,2.274,2018
India,133,4.19,0.721,0.747,0.485,0.539,0.093,0.172,1.432,2018
Niger,134,4.166,0.131,0.867,0.221,0.39,0.099,0.175,2.283,2018
Uganda,135,4.161,0.322,1.09,0.237,0.45,0.061,0.259,1.742,2018
Benin,136,4.141,0.378,0.372,0.24,0.44,0.067,0.163,2.481,2018
Sudan,137,4.139,0.605,1.24,0.312,0.016,0.082,0.134,1.75,2018
Ukraine,138,4.103,0.793,1.413,0.609,0.163,0.011,0.187,0.927,2018
Togo,139,3.999,0.259,0.474,0.253,0.434,0.101,0.158,2.319,2018
Guinea,140,3.964,0.344,0.792,0.211,0.394,0.094,0.185,1.943,2018
Lesotho,141,3.808,0.472,1.215,0.079,0.423,0.112,0.116,1.392,2018
Angola,142,3.795,0.73,1.125,0.269,0,0.061,0.079,1.531,2018
Madagascar,143,3.774,0.262,0.908,0.402,0.221,0.049,0.155,1.778,2018
Zimbabwe,144,3.692,0.357,1.094,0.248,0.406,0.099,0.132,1.356,2018
Afghanistan,145,3.632,0.332,0.537,0.255,0.085,0.036,0.191,2.196,2018
Botswana,146,3.59,1.017,1.174,0.417,0.557,0.092,0.042,0.292,2018
Malawi,147,3.587,0.186,0.541,0.306,0.531,0.08,0.21,1.732,2018
Haiti,148,3.582,0.315,0.714,0.289,0.025,0.104,0.392,1.744,2018
Liberia,149,3.495,0.076,0.858,0.267,0.419,0.03,0.206,1.64,2018
Syria,150,3.462,0.689,0.382,0.539,0.088,0.144,0.376,1.244,2018
Rwanda,151,3.408,0.332,0.896,0.4,0.636,0.444,0.2,0.5,2018
Yemen,152,3.355,0.442,1.073,0.343,0.244,0.064,0.083,1.106,2018
Tanzania,153,3.303,0.455,0.991,0.381,0.481,0.097,0.27,0.628,2018
South Sudan,154,3.254,0.337,0.608,0.177,0.112,0.106,0.224,1.691,2018
Central African Republic,155,3.083,0.024,0,0.01,0.305,0.038,0.218,2.487,2018
Burundi,156,2.905,0.091,0.627,0.145,0.065,0.076,0.149,1.752,2018
Finland,1,7.769,1.34,1.587,0.986,0.596,0.393,0.153,2.714,2019
Denmark,2,7.6,1.383,1.573,0.996,0.592,0.41,0.252,2.393,2019
Norway,3,7.554,1.488,1.582,1.028,0.603,0.341,0.271,2.241,2019
Iceland,4,7.494,1.38,1.624,1.026,0.591,0.118,0.354,2.401,2019
Netherlands,5,7.488,1.396,1.522,0.999,0.557,0.298,0.322,2.393,2019
Switzerland,6,7.48,1.452,1.526,1.052,0.572,0.343,0.263,2.272,2019
Sweden,7,7.343,1.387,1.487,1.009,0.574,0.373,0.267,2.246,2019
New Zealand,8,7.307,1.303,1.557,1.026,0.585,0.38,0.33,2.127,2019
Canada,9,7.278,1.365,1.505,1.039,0.584,0.308,0.285,2.193,2019
Austria,10,7.246,1.376,1.475,1.016,0.532,0.226,0.244,2.378,2019
Australia,11,7.228,1.372,1.548,1.036,0.557,0.29,0.332,2.094,2019
Costa Rica,12,7.167,1.034,1.441,0.963,0.558,0.093,0.144,2.933,2019
Israel,13,7.139,1.276,1.455,1.029,0.371,0.082,0.261,2.665,2019
Luxembourg,14,7.09,1.609,1.479,1.012,0.526,0.316,0.194,1.954,2019
United Kingdom,15,7.054,1.333,1.538,0.996,0.45,0.278,0.348,2.112,2019
Ireland,16,7.021,1.499,1.553,0.999,0.516,0.31,0.298,1.845,2019
Germany,17,6.985,1.373,1.454,0.987,0.495,0.265,0.261,2.15,2019
Belgium,18,6.923,1.356,1.504,0.986,0.473,0.21,0.16,2.235,2019
United States,19,6.892,1.433,1.457,0.874,0.454,0.128,0.28,2.266,2019
Czech Republic,20,6.852,1.269,1.487,0.92,0.457,0.036,0.046,2.636,2019
United Arab Emirates,21,6.825,1.503,1.31,0.825,0.598,0.182,0.262,2.145,2019
Malta,22,6.726,1.3,1.52,0.999,0.564,0.151,0.375,1.816,2019
Mexico,23,6.595,1.07,1.323,0.861,0.433,0.073,0.074,2.761,2019
France,24,6.592,1.324,1.472,1.045,0.436,0.183,0.111,2.021,2019
Taiwan,25,6.446,1.368,1.43,0.914,0.351,0.097,0.242,2.045,2019
Chile,26,6.444,1.159,1.369,0.92,0.357,0.056,0.187,2.397,2019
Guatemala,27,6.436,0.8,1.269,0.746,0.535,0.078,0.175,2.833,2019
Saudi Arabia,28,6.375,1.403,1.357,0.795,0.439,0.132,0.08,2.169,2019
Qatar,29,6.374,1.684,1.313,0.871,0.555,0.167,0.22,1.565,2019
Spain,30,6.354,1.286,1.484,1.062,0.362,0.079,0.153,1.929,2019
Panama,31,6.321,1.149,1.442,0.91,0.516,0.054,0.109,2.141,2019
Brazil,32,6.3,1.004,1.439,0.802,0.39,0.086,0.099,2.48,2019
Uruguay,33,6.293,1.124,1.465,0.891,0.523,0.15,0.127,2.014,2019
Singapore,34,6.262,1.572,1.463,1.141,0.556,0.453,0.271,0.807,2019
El Salvador,35,6.253,0.794,1.242,0.789,0.43,0.074,0.093,2.831,2019
Italy,36,6.223,1.294,1.488,1.039,0.231,0.03,0.158,1.984,2019
Bahrain,37,6.199,1.362,1.368,0.871,0.536,0.11,0.255,1.698,2019
Slovakia,38,6.198,1.246,1.504,0.881,0.334,0.014,0.121,2.097,2019
Trinidad & Tobago,39,6.192,1.231,1.477,0.713,0.489,0.016,0.185,2.081,2019
Poland,40,6.182,1.206,1.438,0.884,0.483,0.05,0.117,2.003,2019
Uzbekistan,41,6.174,0.745,1.529,0.756,0.631,0.24,0.322,1.951,2019
Lithuania,42,6.149,1.238,1.515,0.818,0.291,0.042,0.043,2.202,2019
Colombia,43,6.125,0.985,1.41,0.841,0.47,0.034,0.099,2.286,2019
Slovenia,44,6.118,1.258,1.523,0.953,0.564,0.057,0.144,1.618,2019
Nicaragua,45,6.105,0.694,1.325,0.835,0.435,0.127,0.2,2.49,2019
Kosovo,46,6.1,0.882,1.232,0.758,0.489,0.006,0.262,2.469,2019
Argentina,47,6.086,1.092,1.432,0.881,0.471,0.05,0.066,2.096,2019
Romania,48,6.07,1.162,1.232,0.825,0.462,0.005,0.083,2.302,2019
Cyprus,49,6.046,1.263,1.223,1.042,0.406,0.041,0.19,1.88,2019
Ecuador,50,6.028,0.912,1.312,0.868,0.498,0.087,0.126,2.225,2019
Kuwait,51,6.021,1.5,1.319,0.808,0.493,0.097,0.142,1.661,2019
Thailand,52,6.008,1.05,1.409,0.828,0.557,0.028,0.359,1.777,2019
Latvia,53,5.94,1.187,1.465,0.812,0.264,0.064,0.075,2.073,2019
South Korea,54,5.895,1.301,1.219,1.036,0.159,0.056,0.175,1.949,2019
Estonia,55,5.893,1.237,1.528,0.874,0.495,0.161,0.103,1.496,2019
Jamaica,56,5.89,0.831,1.478,0.831,0.49,0.028,0.107,2.125,2019
Mauritius,57,5.888,1.12,1.402,0.798,0.498,0.06,0.215,1.795,2019
Japan,58,5.886,1.327,1.419,1.088,0.445,0.14,0.069,1.399,2019
Honduras,59,5.86,0.642,1.236,0.828,0.507,0.078,0.246,2.323,2019
Kazakhstan,60,5.809,1.173,1.508,0.729,0.41,0.096,0.146,1.746,2019
Bolivia,61,5.779,0.776,1.209,0.706,0.511,0.064,0.137,2.376,2019
Hungary,62,5.758,1.201,1.41,0.828,0.199,0.02,0.081,2.02,2019
Paraguay,63,5.743,0.855,1.475,0.777,0.514,0.08,0.184,1.857,2019
Northern Cyprus,64,5.718,1.263,1.252,1.042,0.417,0.162,0.191,1.39,2019
Peru,65,5.697,0.96,1.274,0.854,0.455,0.027,0.083,2.044,2019
Portugal,66,5.693,1.221,1.431,0.999,0.508,0.025,0.047,1.462,2019
Pakistan,67,5.653,0.677,0.886,0.535,0.313,0.098,0.22,2.924,2019
Russia,68,5.648,1.183,1.452,0.726,0.334,0.031,0.082,1.839,2019
Philippines,69,5.631,0.807,1.293,0.657,0.558,0.107,0.117,2.092,2019
Serbia,70,5.603,1.004,1.383,0.854,0.282,0.039,0.137,1.904,2019
Moldova,71,5.529,0.685,1.328,0.739,0.245,0,0.181,2.35,2019
Libya,72,5.525,1.044,1.303,0.673,0.416,0.152,0.133,1.804,2019
Montenegro,73,5.523,1.051,1.361,0.871,0.197,0.08,0.142,1.822,2019
Tajikistan,74,5.467,0.493,1.098,0.718,0.389,0.144,0.23,2.397,2019
Croatia,75,5.432,1.155,1.266,0.914,0.296,0.022,0.119,1.66,2019
Hong Kong,76,5.43,1.438,1.277,1.122,0.44,0.287,0.258,0.609,2019
Dominican Republic,77,5.425,1.015,1.401,0.779,0.497,0.101,0.113,1.519,2019
Bosnia and Herzegovina,78,5.386,0.945,1.212,0.845,0.212,0.006,0.263,1.905,2019
Turkey,79,5.373,1.183,1.36,0.808,0.195,0.106,0.083,1.636,2019
Malaysia,80,5.339,1.221,1.171,0.828,0.508,0.024,0.26,1.326,2019
Belarus,81,5.323,1.067,1.465,0.789,0.235,0.142,0.094,1.531,2019
Greece,82,5.287,1.181,1.156,0.999,0.067,0.034,0,1.848,2019
Mongolia,83,5.285,0.948,1.531,0.667,0.317,0.038,0.235,1.55,2019
North Macedonia,84,5.274,0.983,1.294,0.838,0.345,0.034,0.185,1.595,2019
Nigeria,85,5.265,0.696,1.111,0.245,0.426,0.041,0.215,2.53,2019
Kyrgyzstan,86,5.261,0.551,1.438,0.723,0.508,0.023,0.3,1.719,2019
Turkmenistan,87,5.247,1.052,1.538,0.657,0.394,0.028,0.244,1.334,2019
Algeria,88,5.211,1.002,1.16,0.785,0.086,0.114,0.073,1.992,2019
Morocco,89,5.208,0.801,0.782,0.782,0.418,0.076,0.036,2.314,2019
Azerbaijan,90,5.208,1.043,1.147,0.769,0.351,0.182,0.035,1.68,2019
Lebanon,91,5.197,0.987,1.224,0.815,0.216,0.027,0.166,1.762,2019
Indonesia,92,5.192,0.931,1.203,0.66,0.491,0.028,0.498,1.382,2019
China,93,5.191,1.029,1.125,0.893,0.521,0.1,0.058,1.466,2019
Vietnam,94,5.175,0.741,1.346,0.851,0.543,0.073,0.147,1.474,2019
Bhutan,95,5.082,0.813,1.321,0.604,0.457,0.167,0.37,1.35,2019
Cameroon,96,5.044,0.549,0.91,0.331,0.381,0.037,0.187,2.649,2019
Bulgaria,97,5.011,1.092,1.513,0.815,0.311,0.004,0.081,1.195,2019
Ghana,98,4.996,0.611,0.868,0.486,0.381,0.04,0.245,2.367,2019
Ivory Coast,99,4.944,0.569,0.808,0.232,0.352,0.09,0.154,2.739,2019
Nepal,100,4.913,0.446,1.226,0.677,0.439,0.089,0.285,1.751,2019
Jordan,101,4.906,0.837,1.225,0.815,0.383,0.13,0.11,1.406,2019
Benin,102,4.883,0.393,0.437,0.397,0.349,0.082,0.175,3.049,2019
Congo (Brazzaville),103,4.812,0.673,0.799,0.508,0.372,0.093,0.105,2.262,2019
Gabon,104,4.799,1.057,1.183,0.571,0.295,0.055,0.043,1.596,2019
Laos,105,4.796,0.764,1.03,0.551,0.547,0.164,0.266,1.473,2019
South Africa,106,4.722,0.96,1.351,0.469,0.389,0.055,0.13,1.369,2019
Albania,107,4.719,0.947,0.848,0.874,0.383,0.027,0.178,1.461,2019
Venezuela,108,4.707,0.96,1.427,0.805,0.154,0.047,0.064,1.25,2019
Cambodia,109,4.7,0.574,1.122,0.637,0.609,0.062,0.232,1.465,2019
Palestinian Territories,110,4.696,0.657,1.247,0.672,0.225,0.066,0.103,1.727,2019
Senegal,111,4.681,0.45,1.134,0.571,0.292,0.072,0.153,2.009,2019
Somalia,112,4.668,0,0.698,0.268,0.559,0.27,0.243,2.629,2019
Namibia,113,4.639,0.879,1.313,0.477,0.401,0.056,0.07,1.443,2019
Niger,114,4.628,0.138,0.774,0.366,0.318,0.102,0.188,2.742,2019
Burkina Faso,115,4.587,0.331,1.056,0.38,0.255,0.113,0.177,2.275,2019
Armenia,116,4.559,0.85,1.055,0.815,0.283,0.064,0.095,1.398,2019
Iran,117,4.548,1.1,0.842,0.785,0.305,0.125,0.27,1.121,2019
Guinea,118,4.534,0.38,0.829,0.375,0.332,0.086,0.207,2.325,2019
Georgia,119,4.519,0.886,0.666,0.752,0.346,0.164,0.043,1.662,2019
Gambia,120,4.516,0.308,0.939,0.428,0.382,0.167,0.269,2.023,2019
Kenya,121,4.509,0.512,0.983,0.581,0.431,0.053,0.372,1.576,2019
Mauritania,122,4.49,0.57,1.167,0.489,0.066,0.088,0.106,2.005,2019
Mozambique,123,4.466,0.204,0.986,0.39,0.494,0.138,0.197,2.058,2019
Tunisia,124,4.461,0.921,1,0.815,0.167,0.055,0.059,1.444,2019
Bangladesh,125,4.456,0.562,0.928,0.723,0.527,0.143,0.166,1.406,2019
Iraq,126,4.437,1.043,0.98,0.574,0.241,0.089,0.148,1.362,2019
Congo (Kinshasa),127,4.418,0.094,1.125,0.357,0.269,0.053,0.212,2.308,2019
Mali,128,4.39,0.385,1.105,0.308,0.327,0.052,0.153,2.061,2019
Sierra Leone,129,4.374,0.268,0.841,0.242,0.309,0.045,0.252,2.416,2019
Sri Lanka,130,4.366,0.949,1.265,0.831,0.47,0.047,0.244,0.559,2019
Myanmar,131,4.36,0.71,1.181,0.555,0.525,0.172,0.566,0.652,2019
Chad,132,4.35,0.35,0.766,0.192,0.174,0.078,0.198,2.591,2019
Ukraine,133,4.332,0.82,1.39,0.739,0.178,0.01,0.187,1.008,2019
Ethiopia,134,4.286,0.336,1.033,0.532,0.344,0.1,0.209,1.731,2019
Swaziland,135,4.212,0.811,1.149,0,0.313,0.135,0.074,1.73,2019
Uganda,136,4.189,0.332,1.069,0.443,0.356,0.06,0.252,1.677,2019
Egypt,137,4.166,0.913,1.039,0.644,0.241,0.067,0.076,1.187,2019
Zambia,138,4.107,0.578,1.058,0.426,0.431,0.087,0.247,1.28,2019
Togo,139,4.085,0.275,0.572,0.41,0.293,0.085,0.177,2.273,2019
India,140,4.015,0.755,0.765,0.588,0.498,0.085,0.2,1.126,2019
Liberia,141,3.975,0.073,0.922,0.443,0.37,0.033,0.233,1.902,2019
Comoros,142,3.973,0.274,0.757,0.505,0.142,0.078,0.275,1.941,2019
Madagascar,143,3.933,0.274,0.916,0.555,0.148,0.041,0.169,1.831,2019
Lesotho,144,3.802,0.489,1.169,0.168,0.359,0.093,0.107,1.417,2019
Burundi,145,3.775,0.046,0.447,0.38,0.22,0.18,0.176,2.325,2019
Zimbabwe,146,3.663,0.366,1.114,0.433,0.361,0.089,0.151,1.149,2019
Haiti,147,3.597,0.323,0.688,0.449,0.026,0.11,0.419,1.581,2019
Botswana,148,3.488,1.041,1.145,0.538,0.455,0.1,0.025,0.183,2019
Syria,149,3.462,0.619,0.378,0.44,0.013,0.141,0.331,1.541,2019
Malawi,150,3.41,0.191,0.56,0.495,0.443,0.089,0.218,1.413,2019
Yemen,151,3.38,0.287,1.163,0.463,0.143,0.077,0.108,1.139,2019
Rwanda,152,3.334,0.359,0.711,0.614,0.555,0.411,0.217,0.467,2019
Tanzania,153,3.231,0.476,0.885,0.499,0.417,0.147,0.276,0.531,2019
Afghanistan,154,3.203,0.35,0.517,0.361,0,0.025,0.158,1.793,2019
Central African Republic,155,3.083,0.026,0,0.105,0.225,0.035,0.235,2.456,2019
South Sudan,156,2.853,0.306,0.575,0.295,0.01,0.091,0.202,1.374,2019
Finland,1,7.808700085,10.63926697,0.954329729,71.9008255,0.949172199,0.195444584,-0.059482019,2.762835026,2020
Denmark,2,7.645599842,10.77400112,0.955990791,72.40250397,0.951444268,0.168489456,0.066201776,2.432740688,2020
Switzerland,3,7.559899807,10.97993279,0.942846596,74.10244751,0.921336651,0.303728431,0.105911039,2.35026741,2020
Iceland,4,7.504499912,10.77255917,0.974669576,73,0.948891878,0.711709738,0.246944219,2.460688114,2020
Norway,5,7.487999916,11.08780384,0.952486575,73.20078278,0.955750287,0.263218194,0.13453263,2.168266296,2020
Netherlands,6,7.448900223,10.81271172,0.93913883,72.30091858,0.908547819,0.364717126,0.20761244,2.352117062,2020
Sweden,7,7.353499889,10.75879383,0.926311195,72.60076904,0.939144194,0.250880182,0.111614622,2.246299267,2020
New Zealand,8,7.299600124,10.50094318,0.949118972,73.20262909,0.936217487,0.22113885,0.191598073,2.128108025,2020
Austria,9,7.294199944,10.7428236,0.928045869,73.00250244,0.899989486,0.499954879,0.085429221,2.398446083,2020
Luxembourg,10,7.237500191,11.45068073,0.906912208,72.59999847,0.90563643,0.367084295,-0.004620588,2.153700352,2020
Canada,11,7.23210001,10.69236851,0.927176654,73.60160065,0.933913231,0.390843362,0.124770768,2.195269108,2020
Australia,12,7.222799778,10.72059631,0.944854617,73.60453796,0.915431738,0.41516912,0.19046016,2.129804134,2020
United Kingdom,13,7.164500237,10.60013485,0.93668282,72.30160522,0.834743679,0.435915917,0.263732493,2.236721992,2020
Israel,14,7.128600121,10.41752529,0.913571239,73.20025635,0.747580588,0.78085506,0.10259372,2.713358402,2020
Costa Rica,15,7.121399879,9.658156395,0.901545942,71.29985046,0.934738934,0.786332428,-0.10242971,2.953135014,2020
Ireland,16,7.093699932,11.16097832,0.942081571,72.30078888,0.886982977,0.357184172,0.145784974,1.943878174,2020
Germany,17,7.075799942,10.7328186,0.898874462,72.20201874,0.867371082,0.456422031,0.080179386,2.295249462,2020
United States,18,6.939599991,10.92576885,0.914219022,68.29949951,0.842619538,0.699715316,0.149891734,2.344124794,2020
Czech Republic,19,6.910900116,10.40416336,0.914430678,70.04793549,0.818537354,0.85844624,-0.230861515,2.796808243,2020
Belgium,20,6.863500118,10.6736393,0.911632538,72.00164795,0.813582063,0.612297952,-0.078691199,2.348626614,2020
United Arab Emirates,21,6.790800095,11.1099987,0.849181116,67.08278656,0.941345513,0.594502211,0.123450845,2.166965961,2020
Malta,22,6.772799969,10.53383827,0.93037951,72.19999695,0.924911439,0.658547282,0.214965805,1.952012062,2020
France,23,6.663799763,10.58422279,0.937103748,73.80193329,0.825467646,0.583521128,-0.130641967,2.053198338,2020
Mexico,24,6.465000153,9.797797203,0.838665426,68.29902649,0.858709276,0.806821585,-0.175266623,2.662540197,2020
Taiwan Province of China,25,6.45539999,10.77568531,0.894309103,69.59999847,0.77153033,0.73188293,-0.073198698,2.160238743,2020
Uruguay,26,6.440100193,9.948192596,0.92281127,69.00254822,0.892395437,0.635994136,-0.101103112,2.167276382,2020
Saudi Arabia,27,6.406499863,10.79781246,0.874067068,66.30514526,0.854191244,0.682619512,-0.168695062,2.203118801,2020
Spain,28,6.400899887,10.46292686,0.921125412,74.40270996,0.751989543,0.765859902,-0.050961714,1.997088432,2020
Guatemala,29,6.398900032,8.924805641,0.816621482,64.8089447,0.908147573,0.783237457,-0.042938665,2.882723093,2020
Italy,30,6.38740015,10.48183632,0.889878571,73.60168457,0.66465199,0.873404682,-0.043460999,2.249505997,2020
Singapore,31,6.377099991,11.39552116,0.910268962,76.80458069,0.926645339,0.109784193,0.029879224,0.937031746,2020
Brazil,32,6.375599861,9.56643486,0.896723807,66.48016357,0.799804807,0.770601273,-0.101812392,2.571860313,2020
Slovenia,33,6.363399982,10.39232254,0.939575672,71.1029892,0.936142623,0.817071021,-0.080603383,1.888586521,2020
El Salvador,34,6.34829998,8.909075737,0.806092262,66.10826111,0.833805263,0.754319906,-0.121072978,2.937191725,2020
Kosovo,35,6.325200081,9.204429626,0.820726514,63.88555527,0.861535907,0.922328293,0.190933764,2.736902714,2020
Panama,36,6.304800034,10.03423405,0.902094483,69.60301208,0.880366504,0.851588905,-0.153927714,2.221176147,2020
Slovakia,37,6.280600071,10.34774971,0.922493756,68.90634155,0.749952674,0.918096125,-0.124409303,2.256422043,2020
Uzbekistan,38,6.257599831,8.740371704,0.926595807,65.10757446,0.974998116,0.501497388,0.248427153,2.073346615,2020
Chile,39,6.228499889,10.0320549,0.879713595,69.90061951,0.744896293,0.838239431,-0.065668367,2.283012867,2020
Bahrain,40,6.227300167,10.67638016,0.876342118,68.5,0.905855775,0.7393471,0.13372919,1.751917362,2020
Lithuania,41,6.215499878,10.34362602,0.926107109,67.29407501,0.747381449,0.809583843,-0.219725296,2.238146067,2020
Trinidad and Tobago,42,6.191899776,10.26000214,0.91529417,63.5,0.857907116,0.912230611,0.000526841,2.190695763,2020
Poland,43,6.186299801,10.26512432,0.874257445,69.31113434,0.862055779,0.686927021,-0.205084071,2.056797981,2020
Colombia,44,6.163400173,9.500369072,0.884440243,67.69958496,0.836179912,0.86457181,-0.161235645,2.421656609,2020
Cyprus,45,6.15899992,10.40570259,0.805996239,73.70222473,0.779858291,0.856271744,0.043731496,2.032334805,2020
Nicaragua,46,6.13710022,8.493160248,0.857497036,67.50717926,0.863902867,0.665950119,0.020959141,2.496081114,2020
Romania,47,6.123700142,10.107584,0.825161517,67.20723724,0.842823207,0.934300244,-0.19781521,2.412749767,2020
Kuwait,48,6.102099895,11.08982468,0.846475244,66.76764679,0.872366488,0.760849059,-0.100184701,1.840167999,2020
Mauritius,49,6.101299763,9.956786156,0.910357833,66.40434265,0.889534533,0.805343091,-0.018318573,2.006720543,2020
Kazakhstan,50,6.057899952,10.11465836,0.934744895,64.60996246,0.811601937,0.764490843,-0.068488635,2.021602631,2020
Estonia,51,6.021800041,10.34001732,0.934729993,68.60495758,0.87770915,0.623073816,-0.111697771,1.629928112,2020
Philippines,52,6.006000042,8.993545532,0.846730053,61.92676163,0.915463448,0.733634114,-0.105463006,2.501741886,2020
Hungary,53,6.000400066,10.24924374,0.921934128,67.60997009,0.718964577,0.892916501,-0.194323018,2.121845722,2020
Thailand,54,5.998799801,9.741791725,0.889973223,67.25059509,0.905063033,0.886272311,0.268685192,1.832384109,2020
Argentina,55,5.974699974,9.810955048,0.900567949,68.80380249,0.831132412,0.842009842,-0.194913864,2.072540998,2020
Honduras,56,5.953199863,8.424534798,0.821870148,67.19876862,0.870603263,0.801131904,0.086969115,2.464295387,2020
Latvia,57,5.949999809,10.17531967,0.918288589,66.8074646,0.671237648,0.795580089,-0.186888844,2.121283054,2020
Ecuador,58,5.925199986,9.246058464,0.836418986,68.50003815,0.859828949,0.801215112,-0.127014965,2.254933834,2020
Portugal,59,5.910900116,10.26374245,0.886590719,72.40202332,0.888747811,0.892629504,-0.220714301,1.752558708,2020
Jamaica,60,5.889800072,9.006250381,0.915701866,67.09999847,0.858068526,0.888890028,-0.125106767,2.214436531,2020
South Korea,61,5.872399807,10.51056671,0.799387157,73.6027298,0.612965107,0.789067447,-0.043404032,1.946757078,2020
Japan,62,5.870800018,10.57968903,0.883545935,75.00096893,0.809961379,0.654558063,-0.246910349,1.486200333,2020
